Nick_Addition,Kingdom,Phylum,Class,Genus,Taxon,Algal Type,Authority,Authority Source,Synonym(s),Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
,Protozoa,Dinozoa,Dinophyceae,Woloszynskia,Woloszynskia sp.,Dinoflagellate,Thompson,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Protozoa,Euglenozoa,Euglenophyceae,Euglena,cf. Euglena sp.,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,unknown
,Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,cf. Eutreptia lanowii,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
,Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,cf. Eutreptia sp.,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,cf. Eutreptiella sp.,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,cf. Lepocinclis sp.,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,unknown
,Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,cf. Trachelomonas sp.,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena cf. agilis,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena deses,Euglenoid Flagellate,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena elastica,Euglenoid Flagellate,Prescott,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena gracilis,Euglenoid Flagellate,Klebs,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena sp.,Euglenoid Flagellate,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to brackish
,Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,Eutreptia lanowii,Euglenoid Flagellate,Steuer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
,Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,Eutreptia sp.,Euglenoid Flagellate,Perty,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,Eutreptiella gymnastica,Euglenoid Flagellate,Throndsen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
,Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,Eutreptiella sp.,Euglenoid Flagellate,A. da Cunha,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis acus,Euglenoid Flagellate,(O.F. Müller) Marin and Melkonian,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis sp.,Euglenoid Flagellate,Perty,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Monomorphina,Monomorphina pyrum,Euglenoid Flagellate,(Ehrenberg) Mereschkowski,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Monomorphina,Monomorphina sp.,Euglenoid Flagellate,Mereschkowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus caudatus,Euglenoid Flagellate,Hübner,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus nordstedtii,Euglenoid Flagellate,Lemmerman,www.algaebase.org,Monomorphina nordstedtii,(Lemmermann) T.G. Popova,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus parvulus,Euglenoid Flagellate,G.A. Klebs,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus sp.,Euglenoid Flagellate,Dujardin,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus tortus,Euglenoid Flagellate,(Lemmerman) Skvortzov,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas acuminatus,Euglenoid Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas rotunda,Euglenoid Flagellate,(Playfair) Deflandre,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Strombomonas,Strombomonas sp.,Euglenoid Flagellate,Deflandre,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas abrupta,Euglenoid Flagellate,Svirenko,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas hispida,Euglenoid Flagellate,(Perty) F. Stein,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas sp.,Euglenoid Flagellate,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas volvocina,Euglenoid Flagellate,(Ehrenberg) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Euglenozoa,Euglenophyceae,Unknown,Unknown Euglenoid,Euglenoid Flagellate,Unknown,Unknown,Unknownn,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,Unknown
,Chromista,Ochrophyta,Eustigmatophyceae,Nannochloropsis,cf. Nannochloropsis sp.,Eustigmatophyte Flagellate,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Achnanthidium,Achnanthidium gracillimum,Monoraphid Pennate Diatom,(F. Meister) Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Asterionella,Asterionella formosa,Araphid Pennate Diatom,Hassall,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Asterionella,Asterionella sp.,Araphid Pennate Diatom,Hassall,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Asterionellopsis,Asterionellopsis glacialis,Araphid Pennate Diatom,(Castracane) Round,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis arcus,Araphid Pennate Diatom,(Ehrenberg) Kützing,www.algaebase.org,Hannaea arcus,(Ehrenberg) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis closterium,Araphid Pennate Diatom,Ehrenberg,www.algaebase.org,Cylindrotheca closterium,(Ehrenberg) Reimann and J.C. Lewin,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Ceratoneis,Ceratoneis sp.,Araphid Pennate Diatom,Ehrenberg,www.algaebase.org,Cylindrotheca sp.,Rabenhorst,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Asterionellopsis,cf. Asterionellopsis glacialis,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Asterionellopsis,cf. Asterionellopsis gracilis,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Pseudostaurosira,cf. Pseudostaurosira parasitica,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,cf. Synedra sp.,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Thalassionema,cf. Thalassionema sp.,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,cf. Ulnaria sp.,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,cf. Ulnaria ulna,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma cf. moniliformis,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma elongatum,Araphid Pennate Diatom,(Lyngbye) Agardh,www.algaebase.org,Diatoma tenue,C. Agardh,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma hiemale,Araphid Pennate Diatom,(Lyngbye) Heiberg,www.marinespecies.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma moniliformis,Araphid Pennate Diatom,(Kützing) D.M. Williams,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma sp.,Araphid Pennate Diatom,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma vulgare,Araphid Pennate Diatom,Bory de St.-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma vulgaris,Araphid Pennate Diatom,Bory de Saint-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria arcus,Araphid Pennate Diatom,(Ehrenberg) Cleve,www.algaebase.org,Hannaea arcus,(Ehrenberg) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria brevistriata,Araphid Pennate Diatom,Grunow,www.algaebase.org,Pseudostaurosira brevistriata,(Grunow) D.M. Williams and Round,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria capucina,Araphid Pennate Diatom,Desmazières,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria construens,Araphid Pennate Diatom,(Ehrenberg) Grunow,www.algaebase.org,Staurosira construens,Ehrenberg,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria crotonensis,Araphid Pennate Diatom,Kitton,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria delicatissima,Araphid Pennate Diatom,(W.Sm.) Lange-Bertalot,www.algaebase.org,Ulnaria delicatissima,(W. Smith) M. Aboal and P.C. Silva,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria leptostauron,Araphid Pennate Diatom,(Ehrenberg) Hustedt,www.algaebase.org,Staurosira leptostauron,(Ehrenberg) Kulikovskiy and Genkal,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria pinnata,Araphid Pennate Diatom,Ehrenberg,www.algaebase.org,Staurosirella pinnata,(Ehrenberg) D.M. Williams and Round,Wehr and Sheath 2003,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria sp.,Araphid Pennate Diatom,Lyngbye,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria ulna,Araphid Pennate Diatom,(Nitzsch) Lange-Bertalot,www.algaebase.org,Ulnaria ulna,(Nitzsch) P. Compère,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria vaucheriae,Araphid Pennate Diatom,(Kützing) J. B. Petersen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria vaucheriae var. capitellata,Araphid Pennate Diatom,(Grunow) R. Ross,www.algaebase.org,Fragilaria recapitellata,H. Lange-Bertalot and D. Metzeltin,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Hannaea,Hannaea sp.,Araphid Pennate Diatom,R. Patrick in R. Patrick et. C. W. Reimer,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Licmophora,Licmophora sp.,Araphid Pennate Diatom,Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,unknown,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Martyana,Martyana martyi,Araphid Pennate Diatom,(Héribaud-Joseph) Round,www.algaebase.org,Staurosirella martyi,(Héribaud-Joseph) E.A. Morales and K.M. Manoylov,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Meridion,Meridion circulare,Araphid Pennate Diatom,(Greville) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Meridion,Meridion sp.,Araphid Pennate Diatom,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Odontidium,Odontidium mesodon,Araphid Pennate Diatom,(Kützing) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Opephora,Opephora martyi,Araphid Pennate Diatom,Héribaud-Joseph,www.algaebase.org,Staurosirella martyi,(Héribaud-Joseph) E.A. Morales and K.M. Manoylov,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Opephora,Opephora sp.,Araphid Pennate Diatom,Petit,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Pseudostaurosira,Pseudostaurosira brevistriata,Araphid Pennate Diatom,(Grunow) D.M. William and Round,www.algaebase.org,Fragilaria brevistriata,Grunow,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Pseudostaurosira,Pseudostaurosira sp.,Araphid Pennate Diatom,D.M. Williams and Round,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira cf. venter,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens,Araphid Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens var. binodis,Araphid Pennate Diatom,(Ehrenberg) P.B. Hamilton,www.algaebase.org,Staurosira binodis,(Ehrenberg) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira construens var. venter,Araphid Pennate Diatom,(Ehrenberg) P.B. Hamilton,www.algaebase.org,Staurosira venter,(Ehrenberg) Cleve and Moeller,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Staurosira,Staurosira sp.,Araphid Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Staurosirella,Staurosirella pinnata,Araphid Pennate Diatom,(Ehrenberg) D.M. Williams and Round,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Striatella,Striatella unipunctata,Araphid Pennate Diatom,(Lyngbye) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra actinastroides,Araphid Pennate Diatom,Lemmermann,www.algaebase.org,Nitzschia holsatica,Hustedt,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra acus,Araphid Pennate Diatom,Kützing,www.algaebase.org,Fragilaria acus,(Kützing) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra berolinensis,Araphid Pennate Diatom,Lemmermann,www.algaebase.org,Belonastrum berolinensis,(Lemmermann) Round and Maidana,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra cf. ulna,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra nana,Araphid Pennate Diatom,F. Meister,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra parasitica,Araphid Pennate Diatom,(W. Smith) Hustedt,www.algaebase.org,Pseudostaurosira parasitica,(W. Smith) Morales,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra rumpens,Araphid Pennate Diatom,Kützing,www.algaebase.org,Fragilaria rumpens,(Kützing) G.W.F. Carlson,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra sp.,Araphid Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra tabulata,Araphid Pennate Diatom,(C. Agardh) Kützing,www.algaebase.org,Tabularia tabulata,(C. Agardh) Snoeijs,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra tenera,Araphid Pennate Diatom,W. Smith,www.algaebase.org,Fragilaria tenera,(W. Smith) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra ulna,Araphid Pennate Diatom,(Nitzsch) Ehrenberg,www.algaebase.org,Ulnaria ulna,(Nitzsch) Compére,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra vaucheriae,Araphid Pennate Diatom,(Kützing) Kützing,www.algaebase.org,Fragilaria vaucheriae,(Kützing) J.B. Petersen,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria fenestrata,Araphid Pennate Diatom,(Lyngbye) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria flocculosa,Araphid Pennate Diatom,(Roth) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria sp.,Araphid Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Thalassionema,Thalassionema nitzschioides,Araphid Pennate Diatom,(Grunow) Mereschkowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Thalassionema,Thalassionema sp.,Araphid Pennate Diatom,Peragallo,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria cf. ulna,Araphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria sp.,Araphid Pennate Diatom,(Kützing) Compère,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
,Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria ulna,Araphid Pennate Diatom,(Nitzsch) P. Compère,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Protozoa,Ciliophora,Kinetofragminophora,Mesodinium,Mesodinium rubrum,Ciliate,Lohmann,www.marinespecies.org,Myrionecta rubra,Lohmann,www.marinespecies.org,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
