accepted.name,input.name,input.match,currently.accepted,genus.only,kingdom,phylum,class,order,family,genus,species,infrasp,long.name,taxonomic.status,taxon.rank,mod.date,authorship
Chlorolobion braunii,Ankistrodesmus braunii,1,0,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,braunii,NA,Ankistrodesmus braunii (Nägeli) Lemmermann,homotypic or heterotypic synonym,species,2020-03-19,(Nägeli) Lemmermann
Monoraphidium minutum,Ankistrodesmus convolutus,0,0,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,convolutus,minutus,Ankistrodesmus convolutus var. minutus (Nägeli) West,homotypic or heterotypic synonym,variety,2023-03-25,(Nägeli) West
Ankistrodesmus biplex,Ankistrodesmus falcatus,0,0,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,falcatus,biplex,Ankistrodesmus falcatus var. biplex (Reinsch) G.S.West,homotypic or heterotypic synonym,variety,2023-03-22,(Reinsch) G.S.West
Ankistrodesmus,Ankistrodesmus,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,NA,NA,"Ankistrodesmus Corda, 1838",currently accepted taxonomically,genus,2021-10-26,Corda
Ankyra ancora f. issaevi,Ankyra ancora,0,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleaceae,Ankyra,ancora,issaevi,Ankyra ancora f. issaevi (Kisselev) Fott,currently accepted taxonomically,forma,2021-03-29,(Kisselev) Fott
Ankyra,Ankyra,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleaceae,Ankyra,NA,NA,"Ankyra Fott, 1957",currently accepted taxonomically,genus,2021-09-06,Fott
Botryococcus,Botryococcus,1,1,1,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Botryococcaceae,Botryococcus,NA,NA,"Botryococcus Kützing, 1849",currently accepted taxonomically,genus,2011-12-20,Kützing
Tetraselmis cordiformis,Carteria cordiformis,1,0,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Carteria,cordiformis,NA,Carteria cordiformis (H.J.Carter) Diesing,homotypic or heterotypic synonym,species,2022-11-23,(H.J.Carter) Diesing
Carteria klebsii,Carteria klebsii,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Carteria,klebsii,NA,Carteria klebsii (P.A.Dangeard) Francé,currently accepted taxonomically,species,2018-07-24,(P.A.Dangeard) Francé
Pseudocarteria,Carteria,0,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Pseudocarteria,NA,NA,"Pseudocarteria H.Ettl, 1958",currently accepted taxonomically,genus,2015-04-25,H.Ettl
NA,Actinastrum hantzschii,0,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Actinastrum,hantzschii,javanicum,Actinastrum hantzschii var. javanicum C.Bernard,uncertain taxonomic status subjected to verification,variety,2023-06-26,C.Bernard
Pseudocarteria,Carteria,0,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Pseudocarteria,NA,NA,"Pseudocarteria H.Ettl, 1958",currently accepted taxonomically,genus,2015-04-25,H.Ettl
Edaphochlamys debaryana,Chlamydomonas debaryana,1,0,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,debaryana,NA,Chlamydomonas debaryana Goroschankin [Gorozhankin],homotypic or heterotypic synonym,species,2023-05-19,Goroschankin [Gorozhankin]
Chlamydomonas globosa var. maculata,Chlamydomonas globosa,0,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,globosa,maculata,Chlamydomonas globosa var. maculata Playfair,currently accepted taxonomically,variety,2023-03-10,Playfair
Chlamydomonas,Chlamydomonas,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,NA,NA,"Chlamydomonas Ehrenberg, 1833, nom. et typ. cons.",currently accepted taxonomically,genus,2023-03-15,Ehrenberg
Neochlorella,Chlorella,0,1,1,NA,NA,NA,NA,NA,Neochlorella,NA,NA,"Neochlorella Krivina, Temraleeva, Bobrovnikova & Sonetova, 2023",currently accepted taxonomically,genus,2023-04-24,"Krivina, Temraleeva, Bobrovnikova & Sonetova"
Chloroidium angusto-ellipsoideum,Chloroidium ellipsoideum,0,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Watanabeaceae,Chloroidium,angusto-ellipsoideum,NA,Chloroidium angusto-ellipsoideum (Hanagata & Chihara) Darienko & al.,currently accepted taxonomically,species,2021-05-08,(Hanagata & Chihara) Darienko & al.
Chloroidium ellipsoideum,Chloroidium ellipsoideum,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Watanabeaceae,Chloroidium,ellipsoideum,NA,Chloroidium ellipsoideum (Gerneck) Darienko & al.,currently accepted taxonomically,species,2021-05-08,(Gerneck) Darienko & al.
Coccomyxa,Coccomyxa,1,1,1,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Coccomyxaceae,Coccomyxa,NA,NA,"Coccomyxa Schmidle, 1901",currently accepted taxonomically,genus,2014-10-01,Schmidle
Coenochloris fottii,Coenochloris fottii,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Coenochloris,fottii,NA,Coenochloris fottii (Hindák) P.M.Tsarenko,currently accepted taxonomically,species,2015-02-04,(Hindák) P.M.Tsarenko
Coenococcus,Coenococcus,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Coenococcus,NA,NA,"Coenococcus Korshikov, 1953",currently accepted taxonomically,genus,2012-01-27,Korshikov
Drepanochloris nannoselene,Drepanochloris nannoselene,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Drepanochloris,nannoselene,NA,"Drepanochloris nannoselene (Skuja) Marvan, Komárek & Comas",currently accepted taxonomically,species,2015-02-04,"(Skuja) Marvan, Komárek & Comas"
Korshikoviella limnetica,Korshikoviella limnetica,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Korshikoviella,limnetica,NA,Korshikoviella limnetica (Lemmermann) P.C.Silva,currently accepted taxonomically,species,2018-11-16,(Lemmermann) P.C.Silva
Monoraphidium obtusum,Monoraphidium obtusum,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,obtusum,NA,Monoraphidium obtusum (Korshikov) Komárková-Legnerová,currently accepted taxonomically,species,2020-03-11,(Korshikov) Komárková-Legnerová
Monoraphidium,Monoraphidium,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,NA,NA,"Monoraphidium Komárková-Legnerová, 1969",currently accepted taxonomically,genus,2020-03-11,Komárková-Legnerová
Monoraphidium tortile,Monoraphidium tortile,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,tortile,NA,Monoraphidium tortile (West & G.S.West) Komárková-Legnerová,currently accepted taxonomically,species,2020-03-11,(West & G.S.West) Komárková-Legnerová
Mucidosphaerium,Mucidosphaerium,1,1,1,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Mucidosphaerium,NA,NA,"Mucidosphaerium C.Bock, Proschold & Krienitz, 2011",currently accepted taxonomically,genus,2011-07-22,"C.Bock, Proschold & Krienitz"
Nephroselmis pyriformis,Nephroselmis pyriformis,1,1,0,Plantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,pyriformis,NA,Nephroselmis pyriformis (N.Carter) Ettl,currently accepted taxonomically,species,2021-01-30,(N.Carter) Ettl
Zoocystis,Oocystis,0,1,1,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Coccomyxaceae,Zoocystis,NA,NA,"Zoocystis Sokoloff, 1933",currently accepted taxonomically,genus,2023-06-14,Sokoloff
Pandorina morum,Pandorina morum,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Pandorina,morum,NA,Pandorina morum (O.F.Müller) Bory,currently accepted taxonomically,species,2020-11-02,(O.F.Müller) Bory
Rusalka fusiformis,Rusalka fusiformis,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Haematococcaceae,Rusalka,fusiformis,NA,Rusalka fusiformis (Matvienko) T.Nakada,currently accepted taxonomically,species,2013-04-25,(Matvienko) T.Nakada 
Scenedesmus,Scenedesmus,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,NA,NA,"Scenedesmus Meyen, 1829",currently accepted taxonomically,genus,2016-02-02,Meyen
Sphaerocystis,Sphaerocystis,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Sphaerocystidaceae,Sphaerocystis,NA,NA,"Sphaerocystis R.Chodat, 1897",currently accepted taxonomically,genus,2012-07-02,Chodat
NA,Characium,0,0,1,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Hyalocharacium,NA,NA,"Hyalocharacium Pascher, 1929, nom. inval.",uncertain taxonomic status subjected to verification,genus,2018-09-24,Pascher
Microglena braunii,Chlamydomonas braunii,1,0,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,braunii,NA,Chlamydomonas braunii Goroschankin [Gorozhankin],homotypic or heterotypic synonym,species,2016-09-09,Goroschankin [Gorozhankin]
Chlamydomonas globosa var. maculata,Chlamydomonas globosa,0,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,globosa,maculata,Chlamydomonas globosa var. maculata Playfair,currently accepted taxonomically,variety,2023-03-10,Playfair
Chlamydomonas gloeopara,Chlamydomonas gloeopara,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,gloeopara,NA,Chlamydomonas gloeopara Rodhe & Skuja,currently accepted taxonomically,species,2016-11-04,Rodhe & Skuja
Chlamydomonas globosa var. maculata,Chlamydomonas globosa,0,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,globosa,maculata,Chlamydomonas globosa var. maculata Playfair,currently accepted taxonomically,variety,2023-03-10,Playfair
Chlamydomonas gloeopara,Chlamydomonas gloeopara,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,gloeopara,NA,Chlamydomonas gloeopara Rodhe & Skuja,currently accepted taxonomically,species,2016-11-04,Rodhe & Skuja
Chloromonas grovei,Chlamydomonas grovei,1,0,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,grovei,NA,Chlamydomonas grovei G.S.West,homotypic or heterotypic synonym,species,2015-01-22,G.S.West
Chloromonas mirabilis,Chlamydomonas mirabilis,1,0,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,mirabilis,NA,Chlamydomonas mirabilis Pascher,homotypic or heterotypic synonym,species,2021-12-29,Pascher
Chlamydomonas,Chlamydomonas,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,NA,NA,"Chlamydomonas Ehrenberg, 1833, nom. et typ. cons.",currently accepted taxonomically,genus,2023-03-15,Ehrenberg
Chlamydonephris pomiformis f. submontana,Chlamydonephris pomiformis,0,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydonephris,pomiformis,submontana,Chlamydonephris pomiformis f. submontana Woodhead & Tweed,currently accepted taxonomically,forma,2022-12-26,Woodhead & Tweed
Chlorella vulgaris,Chlorella vulgaris,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,NA,Chlorella vulgaris Beijerinck,currently accepted taxonomically,species,2022-01-28,Beijerinck
NA,Chlorella ellipsoidea,0,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,ellipsoidea,minor,Chlorella ellipsoidea var. minor L.Moewus,uncertain taxonomic status subjected to verification,variety,2020-06-07,L.Moewus
Chlorella miniata,Chlorella miniata,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,miniata,NA,Chlorella miniata (Kützing) Oltmanns,currently accepted taxonomically,species,2018-11-22,(Kützing) Oltmanns
Neochlorella,Chlorella,0,1,1,NA,NA,NA,NA,NA,Neochlorella,NA,NA,"Neochlorella Krivina, Temraleeva, Bobrovnikova & Sonetova, 2023",currently accepted taxonomically,genus,2023-04-24,"Krivina, Temraleeva, Bobrovnikova & Sonetova"
Chlorella vulgaris,Chlorella vulgaris,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,NA,Chlorella vulgaris Beijerinck,currently accepted taxonomically,species,2022-01-28,Beijerinck
Chlorococcum infusionum,Chlorococcum infusionum,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,infusionum,NA,Chlorococcum infusionum (Schrank) Meneghini,currently accepted taxonomically,species,2023-05-17,(Schrank) Meneghini
Pleurastrum minutum,Chlorococcum minutum,1,0,0,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,minutum,NA,Chlorococcum minutum R.C.Starr,homotypic or heterotypic synonym,species,2023-05-17,R.C.Starr
Chlorococcum,Chlorococcum,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA,NA,"Chlorococcum Meneghini, 1842, nom. cons.",currently accepted taxonomically,genus,2020-05-12,Meneghini
Chlorogonium,Chlorogonium,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Haematococcaceae,Chlorogonium,NA,NA,"Chlorogonium Ehrenberg, 1836",currently accepted taxonomically,genus,2013-04-25,Ehrenberg
Chloroidium angusto-ellipsoideum,Chloroidium ellipsoideum,0,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Watanabeaceae,Chloroidium,angusto-ellipsoideum,NA,Chloroidium angusto-ellipsoideum (Hanagata & Chihara) Darienko & al.,currently accepted taxonomically,species,2021-05-08,(Hanagata & Chihara) Darienko & al.
Chloroidium ellipsoideum,Chloroidium ellipsoideum,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Watanabeales,Watanabeaceae,Chloroidium,ellipsoideum,NA,Chloroidium ellipsoideum (Gerneck) Darienko & al.,currently accepted taxonomically,species,2021-05-08,(Gerneck) Darienko & al.
NA,Chlorolobion braunii,0,0,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Chlorolobion,braunii,pusilla,Chlorolobion braunii var. pusilla Printz,uncertain taxonomic status subjected to verification,variety,2021-02-01,Printz
Lagerheimia quadriseta,Chodatella quadriseta,1,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Chodatella,quadriseta,NA,Chodatella quadriseta Lemmermann,homotypic or heterotypic synonym,species,2020-03-18,Lemmermann
Lagerheimia,Chodatella,1,0,1,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Chodatella,NA,NA,"Chodatella Lemmermann, 1898",homotypic or heterotypic synonym,genus,2012-07-02,Lemmermann
Lagerheimia,Chodatella,1,0,1,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Chodatella,NA,NA,"Chodatella Lemmermann, 1898",homotypic or heterotypic synonym,genus,2012-07-02,Lemmermann
Closteriopsis acicularis,Closteriopsis acicularis,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,acicularis,NA,Closteriopsis acicularis (Chodat) J.H.Belcher & Swale,currently accepted taxonomically,species,2018-11-23,(Chodat) J.H.Belcher & Swale
Closteriopsis longissima var. africana,Closteriopsis acicularis,0,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,acicularis,africana,Closteriopsis acicularis var. africana Hindák,homotypic or heterotypic synonym,variety,2018-11-23,Hindák
Closteriopsis acicularis,Closteriopsis acicularis,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,acicularis,NA,Closteriopsis acicularis (Chodat) J.H.Belcher & Swale,currently accepted taxonomically,species,2018-11-23,(Chodat) J.H.Belcher & Swale
Closteriopsis longissima var. africana,Closteriopsis acicularis,0,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,acicularis,africana,Closteriopsis acicularis var. africana Hindák,homotypic or heterotypic synonym,variety,2018-11-23,Hindák
Closteriopsis longissima var. tropica,Closteriopsis longissima,0,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,longissima,tropica,Closteriopsis longissima var. tropica West & G.S.West,currently accepted taxonomically,variety,2022-01-03,West & G.S.West
Closteriopsis,Closteriopsis,1,1,1,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,NA,NA,"Closteriopsis Lemmermann, 1899",currently accepted taxonomically,genus,2020-11-14,Lemmermann
Coccomonas,Coccomonas,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,Coccomonas,NA,NA,"Coccomonas Stein, 1878",currently accepted taxonomically,genus,2012-06-29,Stein
Coccomyxa,Coccomyxa,1,1,1,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Coccomyxaceae,Coccomyxa,NA,NA,"Coccomyxa Schmidle, 1901",currently accepted taxonomically,genus,2014-10-01,Schmidle
Coelastrum pseudomicroporum,Coelastrum microporum,0,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,pseudomicroporum,NA,Coelastrum pseudomicroporum Korshikov,currently accepted taxonomically,species,2021-01-25,Korshikov
Coelastrum,Coelastrum,1,1,1,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,NA,NA,"Coelastrum Nägeli, 1849",currently accepted taxonomically,genus,2012-07-10,Nägeli
Coelastrum sphaericum,Coelastrum sphaericum,1,1,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,sphaericum,NA,Coelastrum sphaericum Nägeli,currently accepted taxonomically,species,2018-11-26,Nägeli
Coelastrum sphaericum Nägeli,Coelastrum verrucosum,0,0,0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,verrucosum,morus,Coelastrum verrucosum f. morus (West & G.S.West) A.Comas,homotypic or heterotypic synonym,forma,2023-01-16,(West & G.S.West) A.Comas
Willea apiculata,Crucigenia apiculata,1,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,apiculata,NA,Crucigenia apiculata (Lemmermann) Schmidle,homotypic or heterotypic synonym,species,2019-11-04,(Lemmermann) Schmidle
Lemmermannia tetrapedia,Crucigenia tetrapedia,1,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,tetrapedia,NA,Crucigenia tetrapedia (Kirchner) Kuntze,homotypic or heterotypic synonym,species,2021-02-06,(Kirchner) Kuntze
Willea crucifera,Crucigenia crucifera,1,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,crucifera,NA,Crucigenia crucifera (Wolle) Kuntze,homotypic or heterotypic synonym,species,2018-11-26,(Wolle) Kuntze
Crucigenia fenestrata,Crucigenia fenestrata,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,fenestrata,NA,Crucigenia fenestrata (Schmidle) Schmidle,currently accepted taxonomically,species,2020-03-19,(Schmidle) Schmidle
a irregularis,Crucigenia irregularis,1,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,irregularis,NA,Crucigenia irregularis Wille,homotypic or heterotypic synonym,species,2021-01-16,Wille
Crucigenia lauterbornii,Crucigenia lauterbornii,1,1,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,lauterbornii,NA,Crucigenia lauterbornii (Schmidle) Schmidle,currently accepted taxonomically,species,2020-11-13,(Schmidle) Schmidle
Crucigeniella secta,Crucigenia quadrata,0,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,quadrata,secta,Crucigenia quadrata var. secta Playfair,homotypic or heterotypic synonym,variety,2021-02-06,Playfair
Crucigeniella irregularis,Crucigenia rectangularis,0,0,0,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,rectangularis,irregularis,Crucigenia rectangularis var. irregularis (Wille) Playfair,homotypic or heterotypic synonym,variety,2023-04-21,(Wille) Playfair
Crucigenia,Crucigenia,1,1,1,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,NA,NA,"Crucigenia Morren, 1830",currently accepted taxonomically,genus,2012-01-27,Morren
